Settlement ID@Name@Easting@Northing@Elevation@Population@Net_Name@Net_ID@Net_Influence@Tax_neutral@Tax_Network@Water@Food@Grain@Wine@Timber@Gold@Silver@Copper@Tin@Obsidian@Lead@Slaves@Goats@Sheep@Luxury Items@Is_A_City@Description
1@Samothrace@40.5009@25.53@40@91@Samothrace@1@80@3.592@0.762@28@46@85@56@11@64@66@33@49@56@93@78@52@57@75@1@A bustling port, welcome to commerce.
31@Byzantion@41.009700@28.973200@59@79@Athens@2@10@0.115@0.04@88@6@92@2@78@52@60@22@3@73@66@54@57@98@6@1@City on the Bosporos! The Bosporos is the ‘cow crossing’: here Io, turned into a heifer and driven by the gadfly of Hera, crossed from Europe to Asia; here too she gave birth to her child, Keroessa, the daughter of Zeus.  The girl, in name and form, perpetuated her mother’s suffering: two horn-like bulges marked her forehead, and her name means ‘The Horned Girl.’  Poseidon, however, found her more beautiful than the nymphs of Thrace, and made her the mother of a son, Byzas: this city bears his name.  
33@Chios@38.3737@26.1374@8@67@Samothrace@1@7@6.454@3.677@46@65@87@95@1@34@98@63@71@91@1@25@49@87@49@1@Time for us to stock up on wine!  It has a divine origin at this place: here King Oinopionos, son of Dionysos and Ariadne and grandson of King Minos of Crete, taught the people of the island to cultivate vines.
34@Dardanos@40.0851@26.3647@7@55@Samothrace@1@12@5.294@7.181@98@16@19@97@40@61@31@52@38@40@12@98@85@80@34@1@This city was founded by a prince of Samothrace – he fled his native land when a flood burst from the Hellespont, and threatened to engulf all souls.  He sailed on the most primitive craft, a raft of skins. Some people know a different Dardanos, a powerful magician who wrote books on magic: the Sword of Dardanos figures in Greek magical papyri as part of a love spell.
35@Delos@37.396@25.2712@59@30@Samothrace@1@73@0.35@1.143@6@26@50@41@77@68@21@33@97@68@87@60@36@92@37@1@This is the island of Apollo; here he and his sister Artemis were born when Leto, fleeing from Hera’s wrath, sought the world over for a place to give birth.  Zeus called on Poseidon to create the island to help his lover – the sea god thrust his trident into the sea and the island appeared: ‘Delos’ means ‘appearance’.
37@Elis@37.8897@21.374@38@41@Independent@0@0@1.945@0.511@0@84@14@28@75@42@71@72@72@35@19@91@87@99@61@1@Herakles knows this place! Here he labored to clean the filthy stables of King Augeias: cleverly, the great hero diverted the river to plunge through the stalls and wash away years of dung.
38@Ephesos@37.94@27.3399@20@34@Independent@0@0@0.399@0.217@87@36@93@52@28@37@88@94@89@25@30@68@98@18@43@1@Artemis as the Lady of Ephesus looks unlike the Artemis we have seen! She stands stiff as a pillar; she has dozens of breasts, and wears a cloth decorated with hundreds of animals. Her crown is made of city walls, and her temple is one of the wonders of the world. Great men from all over the world have paid for its columns: we will meet many traders here!
39@Epidamnos@41.312500@19.445200@16@50@Athens@2@50@0.443@1.609@84@0@12@45@61@35@82@10@45@62@93@13@94@58@6@1@This is the tavern of the Adriatic! (Catullus 36.5). Here Romans traveling up the Adriatic put in for a drink and a rest. Here travelers pause after crossing from Brundisium, and commer and trade are lively: we will see great opulence, as its citizens compete wit hthe best states in Greece in wealth.
40@Eresos@39.1359@25.9341@11@46@Independent@0@0@0.112@0.04@23@71@89@69@22@73@45@27@82@59@44@74@37@35@77@1@A bustling port, welcome to commerce.
41@Erythrai@38.3821@26.478@46@68@Independent@0@0@0.538@0.13@43@64@2@49@86@60@87@59@47@35@12@60@45@69@24@1@These people celebrate Herakles the Daktyl, not the hero who sailed with our crew! He was one of five Cretan brothers; on the Greek mainland happen at Mykalessos, autumn fruits offered to him stay magically fresh all year; at Megalopolis in Arkadia, his statue is about a cubit high.  He is celebrated as a great wizard and master of initiation.  Cicero suggests that the Idaian Daktyloi, with whom we danced at Cyzicus, make offerings at his tomb. 
42@Fasilar@36.828400@33.470000@1296@1@Athens@2@70@0.34@0.104@44@79@5@81@23@76@24@34@44@48@23@95@46@79@9@1@A bustling port, welcome to commerce.
43@GÜk_eoren@40.765900@29.915100@80@55@Athens@2@5@0.239@0.055@77@67@98@48@0@67@38@74@54@97@92@36@46@31@90@1@A bustling port, welcome to commerce.
44@Halikarnassos@37.025300@27.412000@60@10@Athens@2@17@1.513@0.336@71@44@95@49@33@90@6@68@96@47@58@64@17@65@55@1@Baby Zeus was hidden from his cannibalistic father on the heights of this town – if you believe what the locals say! And here earth-born warriors, the Kouretes, leaped from the earth to protect him, and became the foundation of a long line of local priests.
45@Herakleia apo Strymonos@41.273100@23.299300@69@22@Athens@2@24@2.375@2.491@86@23@19@27@23@84@4@66@62@53@0@67@60@35@50@1@A bustling port, welcome to commerce.
46@Iasos@37.280800@27.584400@21@55@Athens@2@36@4.018@1.212@49@76@67@22@83@48@47@69@35@78@11@92@4@75@45@1@Coins of this city tell a sad tale! Here a handsome youth, named Hermias, had a friend among the dolphins, who would let him ride his back across the waves: it seems the dolphin may have been in love with the boy.  That sport cost him his life one day: either a violent storm drowned him in the sea, or the dolphin pierced him accidentally with his fin. Hermias died before his friend could save him; overcome with grief, the dolphin returned his rider’s body to the shore, and then beached himself alongside him and died. 
47@Imbros@40.2357@25.9118@13@17@Independent@0@0@0.604@2.104@78@88@3@10@19@26@15@51@76@84@25@30@52@81@90@1@This island is sacred to Hermes, god of travelers and commerce for the Greeks, celebrated here as the ithyphallic Imbramos.
48@Kalchedon/Chalcedon@40.9856@29.028@33@87@Independent@0@0@3.72@1.131@80@18@42@16@72@59@22@47@82@89@45@19@72@61@87@1@A bustling port, welcome to commerce.
49@Kamiros@36.338200@27.923500@74@90@Athens@2@49@2.25@2.741@29@55@4@33@92@74@30@22@86@21@48@97@13@72@55@1@A story of pirates and royal fate lies here: King Katreus of Crete, a grandson of Minos, received an oracular warning that his son Althaimenes would kill him. Althaimenes, eager to flee this fate, left his home and settled here in Kamiros. Many years later, Katreus came to see his son face to fact again. But Althaimenes thought the arriving ships were full of pirates – for Cretans were famous for their skills at plunder. He killed him before he realized what he was doing.  When the truth dawned upon him, he prayed to be swallowed up in the earth.
50@Karpathos (Tristomo)@35.8219@27.2226@6@85@Independent@0@0@8.169@1.762@82@80@57@51@77@1@34@73@58@61@96@20@6@58@29@1@We sail into the place where gods and giants fought! In the battle of the gods and the giants, Poseidon tore off the island of Saria from Cape Ephialtion in Karpathos and threw it at the Giant Ephialtes; he then buried the giant under the ground. The giant lies submerged beneath the headland that bears his name
51@Kassandreia@40.195000@23.325000@8@31@Keramos@3@64@0.511@0.113@26@72@23@45@44@34@30@33@45@72@47@67@64@84@87@1@A bustling port, welcome to commerce.
52@Kaunos@36.8076@28.6039@0@31@Independent@0@0@5.399@4.815@12@74@94@74@43@44@78@78@45@41@81@95@26@40@44@1@A young man Kaunos – the son of Miletus and grandson of Apollo – gave this city his name.  He fell deeply in love with his sister Byblis, and fled the country to free himself from this cursed passion. His sister Byblis was disconsolate without him: she wandered from her home, finally taking her own life by hanging herself from a walnut tree. He arrived in Lycia, where Pronoe, a Naiad, arose from the river to share the news of his sister’s death.  He agreed that he would make the Naiad his spouse, in exchange for the kingship of the country.      
53@Keramos@37.041100@27.950800@31@19@Keramos@3@80@1.433@0.317@70@74@10@25@24@46@67@45@45@69@23@28@42@82@36@1@A bustling port, welcome to commerce.
54@Klazomenai@38.3677@26.7839@0@92@Independent@0@0@9.167@3.109@34@32@57@15@99@76@19@11@92@33@33@8@58@57@81@1@A bustling port, welcome to commerce.
55@Knidos@36.7229@27.6883@9@80@Independent@0@0@2.847@7.036@80@80@14@51@70@63@97@87@51@58@59@52@17@11@27@1@A bustling port, welcome to commerce.
56@Kolophon@38.005100@27.193100@6@48@Keramos@3@12@1.65@0.432@21@93@74@47@55@22@4@14@43@94@42@51@82@50@48@1@A bustling port, welcome to commerce.
57@Koptos Egypt@25.995000@32.815200@74@63@Keramos@3@73@3.929@2.798@78@27@19@73@37@95@52@26@49@13@28@38@97@9@79@1@A bustling port, welcome to commerce.
58@Kos@36.893400@27.290500@6@73@Keramos@3@36@4.783@1.699@60@68@99@71@76@93@12@28@26@52@56@67@47@15@27@1@A bustling port, welcome to commerce.
59@Kyme@38.7593@26.9359@0@6@Independent@0@0@0.415@0.778@77@20@94@62@25@29@44@23@36@50@49@0@77@4@79@1@Kyme was one of the largest and most important of the Aiolian cities, in times past one of the Aeolian league of eleven cities. Along with Lesbos, Cyme was the mother of some thirty colonies.The inhabitants of the city were rumored to be quite stupid, because it took them 300 years before they set tolls on the harbor. (Strabo 13.3.6) 
60@Kyrene@32.823800@21.855900@593@81@Keramos@3@49@0.283@0.063@39@66@38@37@28@68@1@54@4@40@20@8@42@8@39@1@A bustling port, welcome to commerce.
61@Kythnos@37.410200@24.396600@18@32@Keramos@3@64@2.684@0.57@92@32@56@33@23@12@6@60@6@3@55@87@29@31@70@1@A bustling port, welcome to commerce.
62@Kyzikos@40.3964@27.8855@56@87@Independent@0@0@0.785@0.977@82@92@83@18@56@78@31@16@32@69@71@40@91@20@13@1@A bustling port, welcome to commerce.
63@Lampsakos@40.3527@26.6938@8@54@Independent@0@0@2.657@0.558@70@90@8@73@20@87@93@36@71@50@95@17@51@53@5@1@A bustling port, welcome to commerce.
64@Larisa on the Hermos@38.667300@27.031900@50@63@Keramos@3@20@3.334@1.741@8@53@68@29@40@7@57@92@75@21@52@77@44@23@64@1@A bustling port, welcome to commerce.
65@Larisa Thessaly@39.630900@22.426400@75@67@Keramos@3@12@2.044@1.199@91@71@88@79@61@13@91@23@91@38@14@59@44@38@91@1@A bustling port, welcome to commerce.
66@Lartos (Rhodes)@36.095800@28.015300@76@12@Keramos@3@73@1.602@0.45@15@78@66@46@31@5@57@85@80@55@58@94@71@93@4@1@A bustling port, welcome to commerce.
68@Lindos@36.0936@28.0909@29@91@Independent@0@0@4.075@0.911@75@43@86@38@55@29@31@69@76@78@24@10@62@79@27@1@A bustling port, welcome to commerce.
69@Lysimacheia@38.529900@21.335800@361@33@Keramos@3@12@5.875@2.682@77@85@34@70@32@36@98@69@22@89@6@25@34@21@30@1@A bustling port, welcome to commerce.
71@Magnesia ad Maeandrum TKY@37.872900@27.629700@55@2@Keramos@3@73@0.291@0.237@32@79@61@46@38@31@66@30@39@65@94@84@35@47@16@1@A bustling port, welcome to commerce.
72@Magnesia  ad Sipylum TKY@38.614100@27.422200@70@41@Keramos@3@36@3.877@1.642@50@49@7@78@47@64@6@37@10@68@66@75@56@52@53@1@A bustling port, welcome to commerce.
73@Maroneia@40.8776@25.5177@57@63@Independent@0@0@0.836@2.227@7@14@58@95@41@27@68@13@94@10@5@2@31@38@28@1@A bustling port, welcome to commerce.
74@Melos@36.737900@24.423900@96@74@Keramos@3@49@0.494@0.456@49@27@34@82@26@47@2@57@17@10@13@0@31@35@13@1@A bustling port, welcome to commerce.
75@Methymna@39.368300@26.177200@94@45@Keramos@3@64@0.087@0.028@58@16@1@38@49@2@81@29@64@35@6@70@70@89@43@1@A bustling port, welcome to commerce.
76@Miletus@37.5342@27.2791@1@85@Independent@0@0@1.03@0.278@98@99@75@15@13@50@92@2@71@36@4@58@46@84@8@1@A bustling port, welcome to commerce.
77@Mylasa@37.317600@27.771900@105@7@Keramos@3@20@0.049@0.08@18@18@84@37@21@40@93@76@88@42@33@99@95@44@69@1@A bustling port, welcome to commerce.
78@Myra@36.2591@29.9853@26@7@Independent@0@0@5.551@3.433@34@12@39@59@50@7@65@16@68@61@67@39@71@88@73@1@A bustling port, welcome to commerce.
79@Myrina Lemnos@39.8762@25.0588@17@4@Independent@0@0@0.076@0.029@95@21@84@68@23@3@53@95@14@63@19@42@15@95@79@1@A bustling port, welcome to commerce.
80@Mytilene Lesbos@39.109400@26.557700@10@81@Keramos@3@12@3.254@0.665@25@21@56@34@86@5@95@1@66@61@11@36@56@57@59@1@A bustling port, welcome to commerce.
81@Naxos@37.1077@25.3752@7@0@Independent@0@0@8.423@18.58@86@45@38@34@28@71@42@97@36@20@70@74@81@97@39@1@A bustling port, welcome to commerce.
82@Nysa@37.894900@28.155500@155@69@Keramos@3@73@5.079@7.622@63@26@95@50@89@23@71@8@49@2@67@33@88@37@29@1@A bustling port, welcome to commerce.
83@Odessos@43.2012@27.9226@8@80@Independent@0@0@4.992@5.106@42@48@70@27@93@9@17@37@54@51@65@35@41@39@58@1@A bustling port, welcome to commerce.
84@Parium@40.415000@27.069200@7@63@Keramos@3@12@1.989@2.12@68@47@59@33@17@25@53@89@93@47@29@48@71@31@74@1@A bustling port, welcome to commerce.
85@Paros@37.0857@25.1545@14@92@Independent@0@0@0.003@0.002@7@5@67@71@95@94@82@46@79@10@34@69@32@35@93@1@A bustling port, welcome to commerce.
86@Patara (Arsinoe)@36.266800@29.317800@13@14@Keramos@3@73@6.736@3.142@30@97@15@0@71@53@5@89@40@58@48@69@10@85@71@1@A bustling port, welcome to commerce.
87@Pergamon@39.132000@27.183700@304@54@Independent@0@50@4.872@1.702@11@68@84@38@82@58@71@17@23@98@49@25@85@40@57@1@A bustling port, welcome to commerce.
88@Perinthus/Heraclea@40.9687@27.9553@13@5@Independent@0@0@0.289@0.118@14@66@31@70@45@39@68@64@38@13@7@53@22@22@62@1@A bustling port, welcome to commerce.
90@Pherai (Thessaly)@39.382900@22.737200@149@47@Keramos@3@36@0.279@0.192@74@16@25@82@24@75@80@36@52@5@74@62@55@12@65@1@A bustling port, welcome to commerce.
91@Philadelphia (Fayum)@29.4208@31.0107@0@53@Independent@0@0@1.972@5.738@18@93@74@68@45@36@64@99@73@1@53@2@57@48@51@1@A bustling port, welcome to commerce.
92@Philippi@41.012400@24.283300@66@81@Keramos@3@49@0.433@0.423@3@95@34@25@1@94@77@0@25@27@8@46@79@81@89@1@A bustling port, welcome to commerce.
93@Phokaia@38.6702@26.7588@15@66@Independent@0@0@3.029@17.519@46@50@34@20@1@80@10@92@34@63@30@56@91@50@26@1@A bustling port, welcome to commerce.
94@Priene@37.659100@27.296800@90@22@Keramos@3@64@4.314@1.294@81@75@57@33@77@2@45@94@97@38@96@36@37@54@5@1@A bustling port, welcome to commerce.
95@Priapos@49.411@27.3302@12@61@Independent@0@0@0.143@0.113@58@68@46@84@69@10@14@57@63@53@1@87@36@97@85@1@A bustling port, welcome to commerce.
96@Rhodes@36.444@28.2278@9@76@Independent@0@0@1.608@0.337@92@89@21@67@70@89@37@87@76@37@49@38@74@45@58@1@A bustling port, welcome to commerce.
97@Rome@41.9029@12.4526@39@2@Independent@0@0@0.812@0.231@75@68@64@89@11@21@23@55@38@26@38@23@17@58@35@1@A bustling port, welcome to commerce.
98@Samos@37.6894@26.9418@8@74@Independent@0@0@1.507@0.768@94@88@62@79@40@30@32@76@97@1@13@4@99@37@78@1@A bustling port, welcome to commerce.
100@Serrhai@41.095700@23.543800@121@15@Keramos@3@20@2.232@2.884@45@77@40@0@52@35@4@82@66@72@23@18@71@21@11@1@A bustling port, welcome to commerce.
101@Sestos@40.213000@26.389500@7@48@Keramos@3@12@7.878@1.591@37@7@20@24@2@75@20@70@12@38@48@64@5@11@71@1@A bustling port, welcome to commerce.
102@Seuthopolis@42.616200@25.293500@386@55@Keramos@3@73@3.564@0.739@54@13@86@13@7@87@45@69@54@37@8@70@95@61@29@1@A bustling port, welcome to commerce.
103@Stratonikeia@37.314300@28.063200@507@45@Keramos@3@12@0.217@0.045@87@93@1@38@15@67@49@59@35@76@83@52@22@2@78@1@A bustling port, welcome to commerce.
105@Syme@36.615100@27.837200@20@63@Keramos@3@73@1.413@0.555@62@11@23@83@63@26@36@17@84@90@0@21@28@8@69@1@A bustling port, welcome to commerce.
106@Tarentum@40.472000@17.244400@27@92@Keramos@3@36@1.725@0.42@85@80@64@53@54@98@87@40@59@43@82@91@46@83@52@1@A bustling port, welcome to commerce.
107@Tegea@37.455500@22.420500@671@27@Keramos@3@49@1.033@0.224@52@11@16@99@92@70@79@84@43@73@82@56@4@33@18@1@A bustling port, welcome to commerce.
108@Teos@38.177200@26.785200@13@90@Keramos@3@64@7.598@2.773@4@6@0@12@20@12@14@21@76@88@34@7@6@59@6@1@A bustling port, welcome to commerce.
109@Thasos@40.7821@24.7178@56@90@Independent@0@0@0.55@0.152@29@57@38@7@55@89@55@60@11@85@98@7@35@12@13@1@A bustling port, welcome to commerce.
110@Thera@36.366700@25.477300@285@83@Keramos@3@20@0.976@0.217@22@40@70@89@38@17@18@70@57@51@27@94@2@63@82@1@A bustling port, welcome to commerce.
111@Thessalonike@40.6377@22.9465@29@64@Independent@0@0@0.91@2.105@29@63@65@31@45@46@88@67@45@12@14@22@68@29@42@1@A bustling port, welcome to commerce.
112@Torone@39.9843@23.9022@0@82@Independent@0@0@0.228@0.078@32@53@47@3@93@31@39@85@42@60@46@69@54@74@26@1@A bustling port, welcome to commerce.
113@Torone@39.514100@20.177700@2@44@Keramos@3@12@0.257@0.095@3@13@41@77@77@96@46@9@38@77@45@24@1@10@52@1@A bustling port, welcome to commerce.
114@Tralles@37.844300@27.845200@71@44@Keramos@3@73@4.901@2.639@8@10@35@54@68@32@90@14@60@58@91@11@24@25@12@1@A bustling port, welcome to commerce.
115@Pergamon@39.132000@27.183700@304@22@Keramos@3@34@1.15@0.597@66@36@1@27@33@73@76@51@62@37@38@51@67@85@18@1@A bustling port, welcome to commerce.
116@Troy/Ilium@39.9573@26.2389@36@92@Independent@0@0@3.364@10.938@95@51@44@77@34@11@49@58@37@6@47@72@18@58@42@1@A bustling port, welcome to commerce.
123@Aea@40.778169@29.429626@0@99@Independent@0@0@3.489@3.832@33@8@67@23@14@54@53@43@83@33@91@88@44@43@90@1@A bustling port, welcome to commerce.
124@Aeaea@41.2333@13.05@0@76@Independent@0@0@0.314@0.363@93@47@16@67@24@38@58@79@31@20@57@23@78@21@8@1@A bustling port, welcome to commerce.
126@Aegina@37.75@23.433333@0@99@Independent@0@0@2.7@0.7@51@57@13@22@31@77@99@90@55@99@6@0@90@55@97@1@A bustling port, welcome to commerce.
129@Alope@38.75@22.75@0@84@Independent@0@0@2.57@0.562@55@66@52@94@86@56@78@63@97@13@61@54@72@45@52@1@A bustling port, welcome to commerce.
136@Anaphe@36.350459@25.76846@0@93@Independent@0@0@1.429@0.339@76@29@32@45@68@30@33@17@16@34@21@97@35@21@30@1@A bustling port, welcome to commerce.
144@Arene@37.6@21.6@0@31@Independent@0@0@1.426@0.42@24@25@64@9@97@20@47@9@85@92@64@18@66@41@83@1@A bustling port, welcome to commerce.
146@Argos@36.75@22.75@0@73@Independent@0@0@7.413@8.414@46@72@97@22@20@73@3@81@16@14@73@28@46@0@92@1@A bustling port, welcome to commerce.
149@Assyria@41.5@34.5@0@60@Independent@0@0@1.79@1.574@73@90@33@5@82@27@52@66@78@91@48@21@44@48@49@1@A bustling port, welcome to commerce.
152@Athos@40.157222@24.326389@0@32@Independent@0@0@0.295@0.413@92@22@39@35@22@37@48@13@79@81@38@6@76@62@10@1@A bustling port, welcome to commerce.
156@Bebrycia@40.25@26.75@0@2@Independent@0@0@1.919@0.49@80@50@36@90@46@19@40@44@20@12@35@14@61@26@3@1@A bustling port, welcome to commerce.
162@Bosphorus@40.222508@26.493988@0@10@Independent@0@0@0.668@0.266@34@87@55@75@93@14@8@35@80@47@46@69@20@20@30@0@A bustling port, welcome to commerce.
163@Bryges@45.265222@14.370117@0@71@Independent@0@0@0.658@0.312@50@43@39@56@77@33@28@33@84@18@23@83@76@81@70@1@A bustling port, welcome to commerce.
168@Canastra@39.937356@23.930431@0@3@Independent@0@0@1.031@0.276@30@71@85@65@83@7@20@32@83@75@69@41@69@0@19@1@A bustling port, welcome to commerce.
169@Cape of Acherusias@41.298238@31.405106@0@64@Independent@0@0@1.095@0.475@74@20@33@95@13@54@31@11@15@63@43@95@50@13@85@1@A bustling port, welcome to commerce.
171@Carambis@42.013625@33.369673@0@20@Independent@0@0@1.552@0.957@48@51@43@34@28@77@68@15@4@96@52@37@26@87@73@1@A bustling port, welcome to commerce.
172@Carpathus@35.583333@27.133333@0@5@Independent@0@0@4.358@0.94@65@75@18@73@3@75@91@39@7@97@16@33@51@71@8@1@A bustling port, welcome to commerce.
173@Caucasus@42.517461@44.937746@0@59@Independent@0@0@4.934@1.759@18@9@41@70@52@59@23@53@77@26@49@7@5@25@76@1@A bustling port, welcome to commerce.
185@City of Hyllus@44.193096@15.379156@0@22@Independent@0@0@2.53@0.786@68@37@0@44@93@21@9@63@23@73@6@98@48@92@82@1@A bustling port, welcome to commerce.
190@Crete@35.297847@25.163106@0@89@Independent@0@0@0.803@0.342@22@59@79@28@12@37@90@59@70@12@77@99@36@1@82@1@A bustling port, welcome to commerce.
192@Cromna@41.838242@32.651063@0@7@Independent@0@0@1.108@0.54@69@19@18@74@9@22@34@78@68@71@68@0@43@79@72@1@A bustling port, welcome to commerce.
193@Ctimene@39.064237@21.978511@0@46@Independent@0@0@1.797@0.466@85@3@76@85@97@8@44@48@1@75@21@57@47@54@36@1@A bustling port, welcome to commerce.
