Settlement ID@Name@Easting@Northing@Elevation@Population@Net_Name@Net_ID@Net_Influence@Tax_neutral@Tax_Network@Water@Food@Grain@Wine@Timber@Gold@Silver@Copper@Tin@Obsidian@Lead@Slaves@Goats@Sheep@Luxury Items@Is_A_City@Description
1@Samothrace@40.5009@25.53@40@3333@Samothrace@1@80@2.212@0.453@92@85@34@18@90@6@88@17@35@48@16@74@1@66@9@1@A bustling port, welcome to commerce.
13@Aigai Macedonia@40.481500@22.316800@148@7156@Athens@2@17@1.084@0.41@15@65@97@70@7@64@8@7@92@29@52@24@10@40@96@1@A bustling port, welcome to commerce.
14@Ainos@44.743@26.0675@1@4300@Samothrace@1@70@0.579@0.156@46@74@48@94@82@47@87@42@82@75@35@4@67@75@6@1@Thracian royal families consider Hermes their ancestor; he is shown here as a pillar-like statue placed on a throne. 
15@Alabanda@37.591700@27.985200@111@7950@Athens@2@50@1.307@2.278@19@63@46@28@41@36@64@70@88@81@71@37@65@74@62@1@This city was founded in legend by a Carian hero, Alabandus, whose name combines the words for ‘horse’ and ‘victory’ or ‘competition’. Local Apollo is known as Isotimos, “Equal in Honor to Zeus”; his sister Artemis has a temple here as well.
16@Alexandria@31.2104@29.9074@1@4040@Samothrace@1@5@2.814@1.603@52@83@54@59@98@66@73@57@29@36@89@3@75@45@67@1@A bustling port, welcome to commerce.
17@Alexandria  Troas@39.7594@26.1421@10@821@Samothrace@1@17@0.884@0.632@73@50@79@34@14@98@99@15@16@48@33@45@85@29@95@1@BEWARE THE MOUSE!  Here we meet the native god Smintheus, who is assimilated to Asklepius as a god of healing and to Apollo as the god who can destroy the mice who eat grain, carry pestilence, and attack the fields. They are vermin who must be destroyed! 
19@Alopekonnesos@40.3157@26.2477@6@5850@Samothrace@1@24@2.671@0.742@3@12@36@62@53@37@8@53@7@74@31@40@41@11@26@1@Dionysos on the city coins holds a big Kantharos – let’s plan on heading to the tavern! This place was founded by Aeolians.
20@Amphipolis (Maced)@40.7624@23.8981@25@9491@Samothrace@1@36@0.009@0.001@6@62@33@45@47@39@25@59@34@60@25@15@51@54@73@1@A bronze smith, Markos Kaikelios Sotas, dedicated an object from his craft to the Great Gods of Samothrace; was he cheered by the closeness of Kabeiroi to Hephaistos on Lemnos?
21@Antioch@37.864700@28.540400@114@2932@Athens@2@70@0.141@0.035@9@32@84@67@74@30@50@37@48@14@67@49@53@10@0@1@A bustling port, welcome to commerce.
22@Apameia Kibotos/Kelainai@38.067700@30.181600@1012@7226@Athens@2@5@3.543@0.903@45@87@21@81@28@72@4@6@31@17@21@0@94@36@23@1@Here the local people know what it means to be saved from a watery death! Some celebrate this as the landing place of Noah’s ark: others tell how the king’s own son stopped a flood by riding on horseback straight into the heart of the local spring.  
23@Arsinoe/Patara@36.2668@29.3178@13@7425@Samothrace@1@49@3.644@0.851@74@37@45@19@9@93@51@81@4@60@2@36@92@44@24@1@Named for the great queen of Egypt! We may invoke this powerful woman’s own spirit as we sail into port: bride of her brother, patron of Samothrace, and deified as Aphrodite of Safe Sailing.
25@Astypalaia@36.543800@26.355000@100@2542@Athens@2@17@0.933@0.349@65@64@2@68@59@2@80@48@34@14@23@10@61@84@19@1@This is the island of a reluctant love! Poseidon fell in love with the Phoenician princess Astypalaea, but she was not in love with  him! She turned into a fish-tailed leopard to flee his embrace. Who can elude a god? He tracked her down, brought her here, and made her the mother of sons.   One of them is on our ship: Ankaios the helmsman!
26@Athens@37.971700@23.726800@186@4147@Athens@2@80@2.301@0.599@12@50@92@38@22@72@85@50@2@63@16@17@61@15@79@1@City of Athena, center of Greece: “City of light, with thy violet crown, beloved of the poets, thou art the bulwark of Greece.” 
27@Aulai@36.7587@28.1323@19@4952@Samothrace@1@64@2.035@2.484@98@7@74@5@53@92@63@89@5@59@77@96@1@23@25@1@A bustling port, welcome to commerce.
28@Azoros@39.970200@22.100400@500@2517@Athens@2@30@0.53@6.109@73@70@25@90@62@70@36@53@13@33@10@59@49@73@67@1@A bustling port, welcome to commerce.
29@Bargylia@37.194200@27.588700@29@8718@Athens@2@20@1.635@0.338@49@36@26@84@75@69@99@66@94@21@40@95@12@70@9@1@Bellerophon, conqueror of the Chimaera, founded this city in honor of his friend Bargylos, who died after being kicked by Pegasos, Bellerophon’s winged horse.
31@Byzantion@41.009700@28.973200@59@686@Athens@2@10@0.021@0.037@59@69@97@62@33@0@45@28@75@98@30@96@89@85@88@1@City on the Bosporos! The Bosporos is the ‘cow crossing’: here Io, turned into a heifer and driven by the gadfly of Hera, crossed from Europe to Asia; here too she gave birth to her child, Keroessa, the daughter of Zeus.  The girl, in name and form, perpetuated her mother’s suffering: two horn-like bulges marked her forehead, and her name means ‘The Horned Girl.’  Poseidon, however, found her more beautiful than the nymphs of Thrace, and made her the mother of a son, Byzas: this city bears his name.  
33@Chios@38.3737@26.1374@8@7807@Samothrace@1@7@0.641@0.192@44@66@84@30@92@31@57@34@28@2@89@46@70@52@78@1@Time for us to stock up on wine!  It has a divine origin at this place: here King Oinopionos, son of Dionysos and Ariadne and grandson of King Minos of Crete, taught the people of the island to cultivate vines.
34@Dardanos@40.0851@26.3647@7@9853@Samothrace@1@12@6.02@1.212@40@98@21@18@41@11@85@82@99@78@77@17@30@35@58@1@This city was founded by a prince of Samothrace – he fled his native land when a flood burst from the Hellespont, and threatened to engulf all souls.  He sailed on the most primitive craft, a raft of skins. Some people know a different Dardanos, a powerful magician who wrote books on magic: the Sword of Dardanos figures in Greek magical papyri as part of a love spell.
35@Delos@37.396@25.2712@59@4202@Samothrace@1@73@5.437@2.265@85@47@64@44@1@25@32@8@82@29@81@95@97@21@62@1@This is the island of Apollo; here he and his sister Artemis were born when Leto, fleeing from Hera’s wrath, sought the world over for a place to give birth.  Zeus called on Poseidon to create the island to help his lover – the sea god thrust his trident into the sea and the island appeared: ‘Delos’ means ‘appearance’.
37@Elis@37.8897@21.374@38@9861@Independent@0@0@1.694@13.498@76@86@64@7@9@83@75@80@69@22@89@92@69@31@82@1@Herakles knows this place! Here he labored to clean the filthy stables of King Augeias: cleverly, the great hero diverted the river to plunge through the stalls and wash away years of dung.
38@Ephesos@37.94@27.3399@20@7141@Independent@0@0@0.005@0.002@79@12@90@23@85@82@81@68@98@25@63@59@84@94@53@1@Artemis as the Lady of Ephesus looks unlike the Artemis we have seen! She stands stiff as a pillar; she has dozens of breasts, and wears a cloth decorated with hundreds of animals. Her crown is made of city walls, and her temple is one of the wonders of the world. Great men from all over the world have paid for its columns: we will meet many traders here!
39@Epidamnos@41.312500@19.445200@16@1329@Athens@2@50@7.081@9.918@65@95@64@89@61@44@87@22@1@23@46@3@6@42@40@1@This is the tavern of the Adriatic! (Catullus 36.5). Here Romans traveling up the Adriatic put in for a drink and a rest. Here travelers pause after crossing from Brundisium, and commer and trade are lively: we will see great opulence, as its citizens compete wit hthe best states in Greece in wealth.
40@Eresos@39.1359@25.9341@11@7690@Independent@0@0@2.835@3.062@0@89@84@22@0@85@94@48@7@0@35@88@16@56@16@1@A bustling port, welcome to commerce.
41@Erythrai@38.3821@26.478@46@9371@Independent@0@0@1.099@0.244@63@81@79@56@34@18@33@61@90@9@83@82@31@84@46@1@These people celebrate Herakles the Daktyl, not the hero who sailed with our crew! He was one of five Cretan brothers; on the Greek mainland happen at Mykalessos, autumn fruits offered to him stay magically fresh all year; at Megalopolis in Arkadia, his statue is about a cubit high.  He is celebrated as a great wizard and master of initiation.  Cicero suggests that the Idaian Daktyloi, with whom we danced at Cyzicus, make offerings at his tomb. 
42@Fasilar@36.828400@33.470000@1296@3146@Athens@2@70@3.994@0.985@48@48@11@38@32@78@47@27@48@61@73@64@6@24@85@1@A bustling port, welcome to commerce.
43@GÜk_eoren@40.765900@29.915100@80@6646@Athens@2@5@6.291@2.002@79@83@92@73@33@1@4@90@83@23@34@84@82@59@26@1@A bustling port, welcome to commerce.
44@Halikarnassos@37.025300@27.412000@60@2272@Athens@2@17@0.986@0.881@55@75@93@90@34@6@35@42@82@28@22@95@68@40@78@1@Baby Zeus was hidden from his cannibalistic father on the heights of this town – if you believe what the locals say! And here earth-born warriors, the Kouretes, leaped from the earth to protect him, and became the foundation of a long line of local priests.
45@Herakleia apo Strymonos@41.273100@23.299300@69@6670@Athens@2@24@6.579@1.459@55@25@3@2@70@21@52@60@18@43@45@58@73@73@91@1@A bustling port, welcome to commerce.
46@Iasos@37.280800@27.584400@21@2555@Athens@2@36@0.531@0.29@22@46@4@28@73@51@11@32@60@40@25@50@26@99@30@1@Coins of this city tell a sad tale! Here a handsome youth, named Hermias, had a friend among the dolphins, who would let him ride his back across the waves: it seems the dolphin may have been in love with the boy.  That sport cost him his life one day: either a violent storm drowned him in the sea, or the dolphin pierced him accidentally with his fin. Hermias died before his friend could save him; overcome with grief, the dolphin returned his rider’s body to the shore, and then beached himself alongside him and died. 
47@Imbros@40.2357@25.9118@13@8754@Independent@0@0@4.455@2.947@5@17@70@30@52@58@77@45@14@36@12@63@86@38@75@1@This island is sacred to Hermes, god of travelers and commerce for the Greeks, celebrated here as the ithyphallic Imbramos.
48@Kalchedon/Chalcedon@40.9856@29.028@33@855@Independent@0@0@2.026@0.649@18@90@26@80@55@31@86@23@12@44@90@48@55@0@87@1@A bustling port, welcome to commerce.
49@Kamiros@36.338200@27.923500@74@9520@Athens@2@49@1.434@0.555@12@1@90@32@36@85@50@71@29@17@21@91@2@21@58@1@A story of pirates and royal fate lies here: King Katreus of Crete, a grandson of Minos, received an oracular warning that his son Althaimenes would kill him. Althaimenes, eager to flee this fate, left his home and settled here in Kamiros. Many years later, Katreus came to see his son face to fact again. But Althaimenes thought the arriving ships were full of pirates – for Cretans were famous for their skills at plunder. He killed him before he realized what he was doing.  When the truth dawned upon him, he prayed to be swallowed up in the earth.
50@Karpathos (Tristomo)@35.8219@27.2226@6@7156@Independent@0@0@1.274@0.418@65@58@65@98@29@97@95@2@70@94@68@14@9@2@50@1@We sail into the place where gods and giants fought! In the battle of the gods and the giants, Poseidon tore off the island of Saria from Cape Ephialtion in Karpathos and threw it at the Giant Ephialtes; he then buried the giant under the ground. The giant lies submerged beneath the headland that bears his name
51@Kassandreia@40.195000@23.325000@8@9064@Keramos@3@64@4.642@18.554@51@45@95@6@42@75@97@76@81@88@91@53@88@39@51@1@A bustling port, welcome to commerce.
52@Kaunos@36.8076@28.6039@0@7950@Independent@0@0@5.298@6.583@98@92@78@10@70@16@68@86@55@93@67@75@47@40@76@1@A young man Kaunos – the son of Miletus and grandson of Apollo – gave this city his name.  He fell deeply in love with his sister Byblis, and fled the country to free himself from this cursed passion. His sister Byblis was disconsolate without him: she wandered from her home, finally taking her own life by hanging herself from a walnut tree. He arrived in Lycia, where Pronoe, a Naiad, arose from the river to share the news of his sister’s death.  He agreed that he would make the Naiad his spouse, in exchange for the kingship of the country.      
53@Keramos@37.041100@27.950800@31@4878@Keramos@3@80@4.815@10.708@48@99@82@97@33@46@97@58@89@49@81@99@85@68@90@1@A bustling port, welcome to commerce.
54@Klazomenai@38.3677@26.7839@0@5859@Independent@0@0@3.09@4.152@59@18@46@15@43@11@62@43@71@32@64@6@68@85@88@1@A bustling port, welcome to commerce.
55@Knidos@36.7229@27.6883@9@2932@Independent@0@0@0.34@1.636@23@0@80@93@3@53@5@15@29@67@81@19@76@79@36@1@A bustling port, welcome to commerce.
56@Kolophon@38.005100@27.193100@6@6362@Keramos@3@12@1.025@0.585@8@91@8@37@41@5@71@32@17@6@9@52@4@49@20@1@A bustling port, welcome to commerce.
57@Koptos Egypt@25.995000@32.815200@74@1476@Keramos@3@73@0.746@1.523@31@84@17@92@31@10@74@7@53@95@4@17@26@14@4@1@A bustling port, welcome to commerce.
58@Kos@36.893400@27.290500@6@7217@Keramos@3@36@1.074@1.351@88@40@32@99@93@30@5@35@10@16@14@80@76@76@61@1@A bustling port, welcome to commerce.
59@Kyme@38.7593@26.9359@0@7226@Independent@0@0@6.754@5.086@58@47@92@55@64@3@60@95@57@65@64@53@21@3@92@1@Kyme was one of the largest and most important of the Aiolian cities, in times past one of the Aeolian league of eleven cities. Along with Lesbos, Cyme was the mother of some thirty colonies.The inhabitants of the city were rumored to be quite stupid, because it took them 300 years before they set tolls on the harbor. (Strabo 13.3.6) 
60@Kyrene@32.823800@21.855900@593@6316@Keramos@3@49@8.341@2.062@16@92@7@72@14@75@16@6@43@57@11@51@46@33@71@1@A bustling port, welcome to commerce.
61@Kythnos@37.410200@24.396600@18@7648@Keramos@3@64@6.994@15.036@9@26@53@90@67@25@80@67@0@56@37@97@50@35@14@1@A bustling port, welcome to commerce.
62@Kyzikos@40.3964@27.8855@56@2542@Independent@0@0@0.46@0.092@66@50@43@89@49@19@31@65@67@21@0@73@37@55@49@1@A bustling port, welcome to commerce.
63@Lampsakos@40.3527@26.6938@8@4147@Independent@0@0@0.033@0.023@64@54@9@43@55@87@24@57@53@82@17@92@29@20@45@1@A bustling port, welcome to commerce.
64@Larisa on the Hermos@38.667300@27.031900@50@13@Keramos@3@20@2.497@0.533@1@13@72@42@78@85@29@27@98@53@4@50@25@33@42@1@A bustling port, welcome to commerce.
65@Larisa Thessaly@39.630900@22.426400@75@9100@Keramos@3@12@0.018@0.075@93@37@83@67@13@82@4@97@52@38@79@84@84@19@96@1@A bustling port, welcome to commerce.
66@Lartos (Rhodes)@36.095800@28.015300@76@3333@Keramos@3@73@0.169@0.048@66@63@14@1@92@30@19@72@20@70@7@17@12@64@90@1@A bustling port, welcome to commerce.
68@Lindos@36.0936@28.0909@29@2517@Independent@0@0@1.393@0.583@61@64@2@54@61@36@47@97@25@1@64@59@91@24@91@1@A bustling port, welcome to commerce.
69@Lysimacheia@38.529900@21.335800@361@9947@Keramos@3@12@4.368@1.539@3@1@66@46@68@75@97@51@58@93@65@79@65@74@36@1@A bustling port, welcome to commerce.
71@Magnesia ad Maeandrum TKY@37.872900@27.629700@55@1974@Keramos@3@73@0.105@0.027@7@49@82@23@69@73@22@54@51@68@14@40@58@82@95@1@A bustling port, welcome to commerce.
72@Magnesia  ad Sipylum TKY@38.614100@27.422200@70@7827@Keramos@3@36@2.451@1.248@6@34@29@25@55@33@98@75@74@47@68@95@81@98@0@1@A bustling port, welcome to commerce.
73@Maroneia@40.8776@25.5177@57@8718@Independent@0@0@1.669@1.956@29@77@18@59@66@18@74@90@50@58@77@60@15@48@9@1@A bustling port, welcome to commerce.
74@Melos@36.737900@24.423900@96@9573@Keramos@3@49@3.908@1.754@44@59@43@64@59@11@83@29@29@65@74@88@47@81@95@1@A bustling port, welcome to commerce.
75@Methymna@39.368300@26.177200@94@4300@Keramos@3@64@0.094@0.021@73@14@99@91@30@74@93@36@92@58@69@34@91@17@72@1@A bustling port, welcome to commerce.
76@Miletus@37.5342@27.2791@1@686@Independent@0@0@5.679@12.402@11@7@44@43@7@15@14@70@70@33@90@13@23@42@26@1@A bustling port, welcome to commerce.
77@Mylasa@37.317600@27.771900@105@4040@Keramos@3@20@0.842@0.195@13@1@45@72@32@57@80@36@80@76@65@23@21@53@19@1@A bustling port, welcome to commerce.
78@Myra@36.2591@29.9853@26@1329@Independent@0@0@5.295@44.77@93@85@6@87@49@97@32@30@66@2@65@22@23@15@15@1@A bustling port, welcome to commerce.
79@Myrina Lemnos@39.8762@25.0588@17@3146@Independent@0@0@3.601@1.058@11@76@71@25@70@24@33@51@34@59@21@60@91@83@87@1@A bustling port, welcome to commerce.
80@Mytilene Lesbos@39.109400@26.557700@10@821@Keramos@3@12@3.819@0.944@55@47@60@68@69@93@32@6@36@34@47@92@47@73@29@1@A bustling port, welcome to commerce.
81@Naxos@37.1077@25.3752@7@6646@Independent@0@0@4.471@1.629@32@59@52@11@47@80@11@83@28@95@23@56@20@70@58@1@A bustling port, welcome to commerce.
82@Nysa@37.894900@28.155500@155@5850@Keramos@3@73@0.69@0.878@90@28@89@12@19@42@38@39@53@35@9@38@41@88@95@1@A bustling port, welcome to commerce.
83@Odessos@43.2012@27.9226@8@2272@Independent@0@0@0.84@0.597@84@92@98@83@78@66@48@6@98@15@16@71@2@88@63@1@A bustling port, welcome to commerce.
84@Parium@40.415000@27.069200@7@9491@Keramos@3@12@0.976@1.674@32@49@94@99@46@4@41@30@70@64@42@96@70@82@22@1@A bustling port, welcome to commerce.
85@Paros@37.0857@25.1545@14@6670@Independent@0@0@0.21@0.081@11@83@24@75@19@64@67@66@11@8@96@80@3@55@29@1@A bustling port, welcome to commerce.
86@Patara (Arsinoe)@36.266800@29.317800@13@7425@Keramos@3@73@2.468@0.758@19@21@5@61@87@70@19@23@60@86@26@59@64@86@71@1@A bustling port, welcome to commerce.
87@Pergamon@39.132000@27.183700@304@4567@Independent@0@50@3.795@1.431@56@59@88@19@75@15@11@81@41@80@87@45@91@71@21@1@A bustling port, welcome to commerce.
88@Perinthus/Heraclea@40.9687@27.9553@13@2555@Independent@0@0@0.406@0.124@48@30@84@1@49@16@21@41@82@7@58@77@69@4@10@1@A bustling port, welcome to commerce.
90@Pherai (Thessaly)@39.382900@22.737200@149@4952@Keramos@3@36@3.486@1.086@22@56@35@14@72@57@28@45@34@69@79@72@47@23@57@1@A bustling port, welcome to commerce.
91@Philadelphia (Fayum)@29.4208@31.0107@0@9520@Independent@0@0@0.632@0.427@29@24@74@78@28@52@10@11@32@6@61@65@84@71@7@1@A bustling port, welcome to commerce.
92@Philippi@41.012400@24.283300@66@7807@Keramos@3@49@2.604@0.682@31@14@35@98@95@26@63@10@77@79@69@69@27@9@79@1@A bustling port, welcome to commerce.
93@Phokaia@38.6702@26.7588@15@9064@Independent@0@0@1.194@0.715@67@80@89@53@90@0@44@6@23@3@28@23@87@24@94@1@A bustling port, welcome to commerce.
94@Priene@37.659100@27.296800@90@9853@Keramos@3@64@2.011@0.431@2@42@46@95@86@24@85@48@88@86@92@62@97@57@0@1@A bustling port, welcome to commerce.
95@Priapos@49.411@27.3302@12@4878@Independent@0@0@1.449@1.693@87@46@93@61@67@50@47@53@73@71@47@18@44@76@20@1@A bustling port, welcome to commerce.
96@Rhodes@36.444@28.2278@9@6362@Independent@0@0@4.677@2.295@96@13@76@0@37@62@80@83@26@47@13@41@27@68@71@1@A bustling port, welcome to commerce.
97@Rome@41.9029@12.4526@39@1476@Independent@0@0@4.669@6.102@36@95@8@98@23@41@38@73@61@72@6@82@24@94@35@1@A bustling port, welcome to commerce.
98@Samos@37.6894@26.9418@8@7217@Independent@0@0@1.02@0.272@61@27@35@67@49@52@59@81@37@61@37@22@85@99@70@1@A bustling port, welcome to commerce.
100@Serrhai@41.095700@23.543800@121@4202@Keramos@3@20@3.232@0.664@46@90@15@97@82@71@30@12@49@80@32@95@0@9@31@1@A bustling port, welcome to commerce.
101@Sestos@40.213000@26.389500@7@9573@Keramos@3@12@1.347@0.305@46@84@34@3@27@3@80@43@0@17@55@32@74@62@50@1@A bustling port, welcome to commerce.
102@Seuthopolis@42.616200@25.293500@386@4300@Keramos@3@73@1.932@1.367@42@15@14@34@51@82@32@91@77@7@91@16@97@59@58@1@A bustling port, welcome to commerce.
103@Stratonikeia@37.314300@28.063200@507@4040@Keramos@3@12@1.011@0.233@24@5@18@41@86@26@53@7@60@59@70@38@97@66@39@1@A bustling port, welcome to commerce.
105@Syme@36.615100@27.837200@20@821@Keramos@3@73@0.937@338.268@69@15@19@10@44@29@87@49@57@11@59@16@36@36@5@1@A bustling port, welcome to commerce.
106@Tarentum@40.472000@17.244400@27@5850@Keramos@3@36@8.35@10.141@39@24@20@77@83@50@23@61@68@92@35@51@48@60@79@1@A bustling port, welcome to commerce.
107@Tegea@37.455500@22.420500@671@9491@Keramos@3@49@1.044@0.676@95@11@29@69@84@94@30@40@77@47@98@6@43@9@30@1@A bustling port, welcome to commerce.
108@Teos@38.177200@26.785200@13@7425@Keramos@3@64@2.225@0.525@52@25@29@31@20@64@34@3@29@88@50@14@60@7@38@1@A bustling port, welcome to commerce.
109@Thasos@40.7821@24.7178@56@6316@Independent@0@0@2.589@5.193@54@41@19@56@0@80@59@98@80@41@58@86@37@96@46@1@A bustling port, welcome to commerce.
110@Thera@36.366700@25.477300@285@4952@Keramos@3@20@0.341@0.134@73@93@88@53@55@88@91@77@31@42@46@36@52@85@68@1@A bustling port, welcome to commerce.
111@Thessalonike@40.6377@22.9465@29@7648@Independent@0@0@1.915@0.742@18@90@45@49@89@13@34@99@46@22@41@36@60@24@89@1@A bustling port, welcome to commerce.
112@Torone@39.9843@23.9022@0@13@Independent@0@0@9.123@4.831@38@10@49@70@21@5@7@33@47@80@46@82@74@55@25@1@A bustling port, welcome to commerce.
113@Torone@39.514100@20.177700@2@7807@Keramos@3@12@1.159@0.363@14@37@85@7@16@50@11@92@48@7@94@16@14@94@7@1@A bustling port, welcome to commerce.
114@Tralles@37.844300@27.845200@71@9853@Keramos@3@73@1.881@0.536@72@14@21@27@56@28@98@2@11@89@63@29@24@96@68@1@A bustling port, welcome to commerce.
115@Pergamon@39.132000@27.183700@304@4202@Keramos@3@34@0.428@0.935@81@13@32@51@57@22@8@81@71@58@83@78@64@30@97@1@A bustling port, welcome to commerce.
116@Troy/Ilium@39.9573@26.2389@36@9100@Independent@0@0@6.619@27.956@95@79@79@89@98@32@18@44@37@76@47@61@59@30@71@1@A bustling port, welcome to commerce.
123@Aea@40.778169@29.429626@0@7827@Independent@0@0@3.489@3.832@1@89@14@49@28@51@37@99@18@46@41@93@41@95@30@1@A bustling port, welcome to commerce.
124@Aeaea@41.2333@13.05@0@2272@Independent@0@0@0.314@0.363@37@93@38@4@59@98@19@9@14@62@50@74@0@7@73@1@A bustling port, welcome to commerce.
126@Aegina@37.75@23.433333@0@6670@Independent@0@0@2.7@0.7@66@85@45@22@43@47@66@48@75@25@59@97@99@98@83@1@A bustling port, welcome to commerce.
129@Alope@38.75@22.75@0@4300@Independent@0@0@2.57@0.562@92@35@91@33@40@33@38@10@97@63@18@43@65@72@15@1@A bustling port, welcome to commerce.
136@Anaphe@36.350459@25.76846@0@2555@Independent@0@0@1.429@0.339@1@87@2@64@70@26@5@96@63@13@0@92@44@22@94@1@A bustling port, welcome to commerce.
144@Arene@37.6@21.6@0@4040@Independent@0@0@1.426@0.42@44@58@41@92@27@1@99@1@44@20@38@28@90@96@79@1@A bustling port, welcome to commerce.
146@Argos@36.75@22.75@0@821@Independent@0@0@7.413@8.414@25@47@18@25@56@42@47@42@54@5@48@4@3@53@3@1@A bustling port, welcome to commerce.
149@Assyria@41.5@34.5@0@9520@Independent@0@0@1.79@1.574@32@37@52@29@83@87@68@86@7@68@95@59@63@8@89@1@A bustling port, welcome to commerce.
152@Athos@40.157222@24.326389@0@8718@Independent@0@0@3.787@1.08@78@59@10@66@93@98@89@26@39@4@75@41@64@44@36@1@A bustling port, welcome to commerce.
156@Bebrycia@40.25@26.75@0@9064@Independent@0@0@1.919@0.49@92@60@7@47@72@13@85@90@32@54@82@66@58@63@79@1@A bustling port, welcome to commerce.
162@Bosphorus@40.222508@26.493988@0@13@Independent@0@0@3.816@2.831@87@68@54@91@78@44@95@26@97@47@99@95@8@91@28@0@A bustling port, welcome to commerce.
163@Bryges@45.265222@14.370117@0@4878@Independent@0@0@0.658@0.312@11@46@12@29@58@1@91@59@61@90@11@84@67@13@34@1@A bustling port, welcome to commerce.
168@Canastra@39.937356@23.930431@0@9064@Independent@0@0@2.08@0.877@22@59@75@11@49@70@25@62@79@70@84@6@84@91@52@1@A bustling port, welcome to commerce.
169@Cape of Acherusias@41.298238@31.405106@0@6362@Independent@0@0@1.095@0.475@90@13@43@96@95@47@97@57@32@23@15@81@64@39@59@1@A bustling port, welcome to commerce.
171@Carambis@42.013625@33.369673@0@686@Independent@0@0@3.2@1.172@72@15@84@60@46@1@29@77@56@39@9@71@62@93@94@1@A bustling port, welcome to commerce.
172@Carpathus@35.583333@27.133333@0@4952@Independent@0@0@0.102@0.048@19@28@86@51@68@83@47@71@46@73@15@14@87@74@35@1@A bustling port, welcome to commerce.
173@Caucasus@42.517461@44.937746@0@3146@Independent@0@0@0.777@0.176@16@51@53@38@49@79@41@4@15@91@98@85@15@75@8@1@A bustling port, welcome to commerce.
185@City of Hyllus@44.193096@15.379156@0@1476@Independent@0@0@2.53@0.786@78@50@91@2@18@91@5@51@91@65@90@95@81@18@93@1@A bustling port, welcome to commerce.
190@Crete@35.297847@25.163106@0@7217@Independent@0@0@0.803@0.342@70@48@70@6@29@70@45@59@78@61@73@99@30@76@70@1@A bustling port, welcome to commerce.
192@Cromna@41.838242@32.651063@0@1329@Independent@0@0@2.795@1.884@75@79@2@30@28@91@50@20@28@3@65@73@32@50@39@1@A bustling port, welcome to commerce.
